"module name","license","repository"
"@babel/plugin-transform-unicode-regex@7.12.13","MIT","https://github.com/babel/babel"
"@babel/polyfill@7.12.1","MIT","https://github.com/babel/babel"
"@babel/preset-env@7.14.1","MIT","https://github.com/babel/babel"
"@babel/preset-modules@0.1.4","MIT",""
"@babel/preset-react@7.13.13","MIT","https://github.com/babel/babel"
"@babel/runtime@7.14.0","MIT","https://github.com/babel/babel"
"@babel/template@7.12.13","MIT","https://github.com/babel/babel"
"@babel/traverse@7.14.0","MIT","https://github.com/babel/babel"
"@babel/types@7.14.1","MIT","https://github.com/babel/babel"
"@buffetjs/core@3.3.5","MIT","https://github.com/strapi/buffet"
"@buffetjs/custom@3.3.5","MIT","https://github.com/strapi/buffet"
"@buffetjs/hooks@3.3.5","MIT","https://github.com/strapi/buffet"
"@buffetjs/icons@3.3.5","MIT","https://github.com/strapi/buffet"
"@buffetjs/styles@3.3.5","MIT","https://github.com/strapi/buffet"
"@buffetjs/utils@3.3.5","MIT","https://github.com/strapi/buffet"
"@casl/ability@4.1.6","MIT","https://github.com/stalniy/casl"
"@emotion/cache@11.1.3","MIT","https://github.com/emotion-js/emotion/tree/master/packages/cache"
"@emotion/hash@0.8.0","MIT","https://github.com/emotion-js/emotion/tree/master/packages/hash"
"@emotion/is-prop-valid@0.8.8","MIT","https://github.com/emotion-js/emotion/tree/master/packages/is-prop-valid"
"@emotion/memoize@0.7.4","MIT","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/memoize@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/memoize"
"@emotion/react@11.1.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/react"
"@emotion/serialize@1.0.2","MIT","https://github.com/emotion-js/emotion/tree/main/packages/serialize"
"@emotion/sheet@1.0.1","MIT","https://github.com/emotion-js/emotion/tree/master/packages/sheet"
"@emotion/stylis@0.8.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/stylis"
"@emotion/unitless@0.7.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/unitless"
"@emotion/utils@1.0.0","MIT","https://github.com/emotion-js/emotion/tree/master/packages/utils"
"@emotion/weak-memoize@0.2.5","MIT","https://github.com/emotion-js/emotion/tree/master/packages/weak-memoize"
"@fingerprintjs/fingerprintjs@3.0.7","MIT","https://github.com/fingerprintjs/fingerprintjs"
"@formatjs/ecma402-abstract@1.4.0","MIT","https://github.com/formatjs/formatjs"
"@formatjs/intl-displaynames@1.2.10","MIT","https://github.com/formatjs/formatjs"
"@formatjs/intl-listformat@1.4.8","MIT","https://github.com/formatjs/formatjs"
"@formatjs/intl-numberformat@5.7.6","MIT","https://github.com/formatjs/formatjs"
"@formatjs/intl-relativetimeformat@4.5.16","MIT","https://github.com/formatjs/formatjs"
"@formatjs/intl-unified-numberformat@3.3.7","MIT","https://github.com/formatjs/formatjs"
"@formatjs/intl-utils@2.3.0","MIT","https://github.com/formatjs/formatjs"
"@fortawesome/fontawesome-common-types@0.2.35","MIT","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/fontawesome-free@5.15.3","(CC-BY-4.0 AND OFL-1.1 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/fontawesome-svg-core@1.2.35","MIT","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/free-brands-svg-icons@5.15.3","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/free-regular-svg-icons@5.15.3","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/free-solid-svg-icons@5.15.3","(CC-BY-4.0 AND MIT)","https://github.com/FortAwesome/Font-Awesome"
"@fortawesome/react-fontawesome@0.1.14","MIT","https://github.com/FortAwesome/react-fontawesome"
"@hypnosphi/create-react-context@0.3.1","MIT","https://github.com/thejameskyle/create-react-context"
"@koa/cors@3.1.0","MIT","https://github.com/koajs/cors"
"@purest/config@1.0.1","Apache-2.0","https://github.com/simov/purest-config"
"@purest/providers@1.0.4","Apache-2.0","https://github.com/simov/purest-providers"
"@react-dnd/asap@4.0.0","MIT","https://github.com/kriskowal/asap"
"@react-dnd/invariant@2.0.0","MIT","https://github.com/react-dnd/invariant"
"@react-dnd/shallowequal@2.0.0","MIT","https://github.com/react-dnd/shallowequal"
"@request/api@0.6.0","Apache-2.0","https://github.com/request/api"
"@request/interface@0.1.0","Apache-2.0","https://github.com/request/interface"
"@sailshq/lodash@3.10.4","MIT","https://github.com/treelinehq/lodash"
"@sentry/core@6.3.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/hub@6.3.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/minimal@6.3.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/node@6.3.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/tracing@6.3.0","MIT","https://github.com/getsentry/sentry-javascript"
"@sentry/types@6.3.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sentry/utils@6.3.0","BSD-3-Clause","https://github.com/getsentry/sentry-javascript"
"@sindresorhus/is@0.14.0","MIT","https://github.com/sindresorhus/is"
"@sindresorhus/slugify@1.1.0","MIT","https://github.com/sindresorhus/slugify"
"@sindresorhus/transliterate@0.1.2","MIT","https://github.com/sindresorhus/transliterate"
"@szmarczak/http-timer@1.1.2","MIT","https://github.com/szmarczak/http-timer"
"@types/bson@4.0.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/formidable@1.2.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/glob@7.1.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/hoist-non-react-statics@3.3.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/invariant@2.2.34","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/json-schema@7.0.7","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/minimatch@3.0.4","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/mongodb@3.6.12","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/node@15.0.2","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/prop-types@15.7.3","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react-redux@7.1.16","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/react@17.0.5","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@types/scheduler@0.16.1","MIT","https://github.com/DefinitelyTyped/DefinitelyTyped"
"@webassemblyjs/ast@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/floating-point-hex-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-api-error@1.9.0","MIT",""
"@webassemblyjs/helper-buffer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-code-frame@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-fsm@1.9.0","ISC",""
"@webassemblyjs/helper-module-context@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-bytecode@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/helper-wasm-section@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/ieee754@1.9.0","MIT",""
"@webassemblyjs/leb128@1.9.0","MIT",""
"@webassemblyjs/utf8@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-edit@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-gen@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-opt@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wasm-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-parser@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@webassemblyjs/wast-printer@1.9.0","MIT","https://github.com/xtuc/webassemblyjs"
"@xtuc/ieee754@1.2.0","BSD-3-Clause","https://github.com/feross/ieee754"
"@xtuc/long@4.2.2","Apache-2.0","https://github.com/dcodeIO/long.js"
"abbrev@1.1.1","ISC","https://github.com/isaacs/abbrev-js"
"accepts@1.3.7","MIT","https://github.com/jshttp/accepts"
"acorn@6.4.2","MIT","https://github.com/acornjs/acorn"
"add-dom-event-listener@1.1.0","MIT","https://github.com/yiminghe/add-dom-event-listener"
"addressparser@1.0.1","MIT","https://github.com/andris9/addressparser"
"agent-base@6.0.2","MIT","https://github.com/TooTallNate/node-agent-base"
"aggregate-error@3.1.0","MIT","https://github.com/sindresorhus/aggregate-error"
"airbnb-prop-types@2.16.0","MIT","https://github.com/airbnb/prop-types"
"ajv-errors@1.0.1","MIT","https://github.com/epoberezkin/ajv-errors"
"ajv-keywords@3.5.2","MIT","https://github.com/epoberezkin/ajv-keywords"
"ajv@6.12.6","MIT","https://github.com/ajv-validator/ajv"
"ansi-align@3.0.0","ISC","https://github.com/nexdrew/ansi-align"
"ansi-colors@3.2.4","MIT","https://github.com/doowb/ansi-colors"
"ansi-escapes@3.2.0","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-escapes@4.3.2","MIT","https://github.com/sindresorhus/ansi-escapes"
"ansi-html@0.0.7","Apache-2.0","https://github.com/Tjatse/ansi-html"
"ansi-regex@2.1.1","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@3.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@4.1.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-regex@5.0.0","MIT","https://github.com/chalk/ansi-regex"
"ansi-styles@2.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@3.2.1","MIT","https://github.com/chalk/ansi-styles"
"ansi-styles@4.3.0","MIT","https://github.com/chalk/ansi-styles"
"any-promise@1.3.0","MIT","https://github.com/kevinbeaty/any-promise"
"anymatch@2.0.0","ISC","https://github.com/micromatch/anymatch"
"anymatch@3.1.2","ISC","https://github.com/micromatch/anymatch"
"aproba@1.2.0","ISC","https://github.com/iarna/aproba"
"are-we-there-yet@1.1.5","ISC","https://github.com/iarna/are-we-there-yet"
"argparse@2.0.1","Python-2.0","https://github.com/nodeca/argparse"
"arr-diff@4.0.0","MIT","https://github.com/jonschlinkert/arr-diff"
"arr-flatten@1.1.0","MIT","https://github.com/jonschlinkert/arr-flatten"
"arr-union@3.1.0","MIT","https://github.com/jonschlinkert/arr-union"
"array-each@1.0.1","MIT","https://github.com/jonschlinkert/array-each"
"array-flatten@1.1.1","MIT","https://github.com/blakeembrey/array-flatten"
"array-flatten@2.1.2","MIT","https://github.com/blakeembrey/array-flatten"
"array-slice@1.1.0","MIT","https://github.com/jonschlinkert/array-slice"
"array-union@1.0.2","MIT","https://github.com/sindresorhus/array-union"
"array-uniq@1.0.3","MIT","https://github.com/sindresorhus/array-uniq"
"array-unique@0.3.2","MIT","https://github.com/jonschlinkert/array-unique"
"array.prototype.find@2.1.1","MIT","https://github.com/paulmillr/Array.prototype.find"
"array.prototype.flat@1.2.4","MIT","https://github.com/es-shims/Array.prototype.flat"
"asap@2.0.6","MIT","https://github.com/kriskowal/asap"
"asn1.js@5.4.1","MIT","https://github.com/indutny/asn1.js"
"asn1@0.2.4","MIT","https://github.com/joyent/node-asn1"
"assert-plus@1.0.0","MIT","https://github.com/mcavage/node-assert-plus"
"assert@1.5.0","MIT","https://github.com/browserify/commonjs-assert"
"assign-symbols@1.0.0","MIT","https://github.com/jonschlinkert/assign-symbols"
"ast-types@0.9.6","MIT","https://github.com/benjamn/ast-types"
"async-each@1.0.3","MIT","https://github.com/paulmillr/async-each"
"async-limiter@1.0.1","MIT","https://github.com/strml/async-limiter"
"async@2.6.3","MIT","https://github.com/caolan/async"
"asynckit@0.4.0","MIT","https://github.com/alexindigo/asynckit"
"at-least-node@1.0.0","ISC","https://github.com/RyanZim/at-least-node"
"atob@2.1.2","(MIT OR Apache-2.0)","git://git.coolaj86.com/coolaj86/atob.js"
"autoprefixer@9.8.6","MIT","https://github.com/postcss/autoprefixer"
"aws-sign2@0.7.0","Apache-2.0","https://github.com/mikeal/aws-sign"
"aws4@1.11.0","MIT","https://github.com/mhart/aws4"
"axios@0.21.1","MIT","https://github.com/axios/axios"
"babel-loader@8.2.2","MIT","https://github.com/babel/babel-loader"
"babel-plugin-dynamic-import-node@2.3.3","MIT","https://github.com/airbnb/babel-plugin-dynamic-import-node"
"babel-plugin-polyfill-corejs2@0.2.0","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-corejs3@0.2.0","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-polyfill-regenerator@0.2.0","MIT","https://github.com/babel/babel-polyfills"
"babel-plugin-styled-components@1.12.0","MIT","https://github.com/styled-components/babel-plugin-styled-components"
"babel-plugin-syntax-jsx@6.18.0","MIT","https://github.com/babel/babel/tree/master/packages/babel-plugin-syntax-jsx"
"balanced-match@1.0.2","MIT","https://github.com/juliangruber/balanced-match"
"base64-js@1.5.1","MIT","https://github.com/beatgammit/base64-js"
"base@0.11.2","MIT","https://github.com/node-base/base"
"batch@0.6.1","MIT","https://github.com/visionmedia/batch"
"bcrypt-pbkdf@1.0.2","BSD-3-Clause","https://github.com/joyent/node-bcrypt-pbkdf"
"bcryptjs@2.4.3","MIT","https://github.com/dcodeIO/bcrypt.js"
"big-integer@1.6.48","Unlicense","https://github.com/peterolson/BigInteger.js"
"big.js@3.2.0","MIT","https://github.com/MikeMcl/big.js"
"big.js@5.2.2","MIT","https://github.com/MikeMcl/big.js"
"binary-extensions@1.13.1","MIT","https://github.com/sindresorhus/binary-extensions"
"binary-extensions@2.2.0","MIT","https://github.com/sindresorhus/binary-extensions"
"bl@2.2.1","MIT","https://github.com/rvagg/bl"
"bl@4.1.0","MIT","https://github.com/rvagg/bl"
"block-stream@0.0.9","ISC","https://github.com/isaacs/block-stream"
"bluebird@3.5.1","MIT","https://github.com/petkaantonov/bluebird"
"bluebird@3.7.2","MIT","https://github.com/petkaantonov/bluebird"
"bn.js@4.12.0","MIT","https://github.com/indutny/bn.js"
"bn.js@5.2.0","MIT","https://github.com/indutny/bn.js"
"body-parser@1.19.0","MIT","https://github.com/expressjs/body-parser"
"bonjour@3.5.0","MIT","https://github.com/watson/bonjour"
"bookshelf@1.2.0","MIT","https://github.com/bookshelf/bookshelf"
"boolbase@1.0.0","ISC","https://github.com/fb55/boolbase"
"boom@7.3.0","BSD-3-Clause","https://github.com/hapijs/boom"
"bootstrap@4.6.0","MIT","https://github.com/twbs/bootstrap"
"boxen@4.2.0","MIT","https://github.com/sindresorhus/boxen"
"brace-expansion@1.1.11","MIT","https://github.com/juliangruber/brace-expansion"
"braces@2.3.2","MIT","https://github.com/micromatch/braces"
"braces@3.0.2","MIT","https://github.com/micromatch/braces"
"brcast@2.0.2","MIT","https://github.com/vesparny/brcast"
"broadcast-channel@3.5.3","MIT","https://github.com/pubkey/broadcast-channel"
"brorand@1.1.0","MIT","https://github.com/indutny/brorand"
"browserify-aes@1.2.0","MIT","https://github.com/crypto-browserify/browserify-aes"
"browserify-cipher@1.0.1","MIT","https://github.com/crypto-browserify/browserify-cipher"
"browserify-des@1.0.2","MIT","https://github.com/crypto-browserify/browserify-des"
"browserify-rsa@4.1.0","MIT","https://github.com/crypto-browserify/browserify-rsa"
"browserify-sign@4.2.1","ISC","https://github.com/crypto-browserify/browserify-sign"
"browserify-zlib@0.2.0","MIT","https://github.com/devongovett/browserify-zlib"
"browserslist@4.16.6","MIT","https://github.com/browserslist/browserslist"
"bson@1.1.6","Apache-2.0","https://github.com/mongodb/js-bson"
"buffer-equal-constant-time@1.0.1","BSD-3-Clause","https://github.com/goinstant/buffer-equal-constant-time"
"buffer-from@1.1.1","MIT","https://github.com/LinusU/buffer-from"
"buffer-indexof@1.1.1","MIT","https://github.com/soldair/node-buffer-indexof"
"buffer-xor@1.0.3","MIT","https://github.com/crypto-browserify/buffer-xor"
"buffer@4.9.2","MIT","https://github.com/feross/buffer"
"buffer@5.7.1","MIT","https://github.com/feross/buffer"
"buildmail@3.10.0","MIT","https://github.com/andris9/buildmail"
"builtin-status-codes@3.0.0","MIT","https://github.com/bendrucker/builtin-status-codes"
"byte-size@7.0.1","MIT","https://github.com/75lb/byte-size"
"bytes@3.0.0","MIT","https://github.com/visionmedia/bytes.js"
"bytes@3.1.0","MIT","https://github.com/visionmedia/bytes.js"
"cacache@12.0.4","ISC","https://github.com/npm/cacache"
"cache-base@1.0.1","MIT","https://github.com/jonschlinkert/cache-base"
"cache-content-type@1.0.1","MIT","https://github.com/node-modules/cache-content-type"
"cacheable-request@6.1.0","MIT","https://github.com/lukechilds/cacheable-request"
"call-bind@1.0.2","MIT","https://github.com/ljharb/call-bind"
"camel-case@3.0.0","MIT","https://github.com/blakeembrey/camel-case"
"camelcase@5.3.1","MIT","https://github.com/sindresorhus/camelcase"
"camelize@1.0.0","MIT","https://github.com/substack/camelize"
"caniuse-lite@1.0.30001222","CC-BY-4.0","https://github.com/ben-eb/caniuse-lite"
"captains-log@2.0.3","MIT","https://github.com/balderdashy/captains-log"
"caseless@0.12.0","Apache-2.0","https://github.com/mikeal/caseless"
"chalk@1.1.3","MIT","https://github.com/chalk/chalk"
"chalk@2.4.2","MIT","https://github.com/chalk/chalk"
"chalk@3.0.0","MIT","https://github.com/chalk/chalk"
"chalk@4.1.1","MIT","https://github.com/chalk/chalk"
"chardet@0.7.0","MIT","https://github.com/runk/node-chardet"
"check-licenses@0.1.0","UNLICENSED",""
"chokidar@2.1.8","MIT","https://github.com/paulmillr/chokidar"
"chokidar@3.5.1","MIT","https://github.com/paulmillr/chokidar"
"chownr@1.1.4","ISC","https://github.com/isaacs/chownr"
"chownr@2.0.0","ISC","https://github.com/isaacs/chownr"
"chrome-trace-event@1.0.3","MIT","https://github.com/samccone/chrome-trace-event"
"ci-info@3.1.1","MIT","https://github.com/watson/ci-info"
"cipher-base@1.0.4","MIT","https://github.com/crypto-browserify/cipher-base"
"class-utils@0.3.6","MIT","https://github.com/jonschlinkert/class-utils"
"classnames@2.3.1","MIT","https://github.com/JedWatson/classnames"
"clean-css@4.2.3","MIT","https://github.com/jakubpawlowicz/clean-css"
"clean-stack@2.2.0","MIT","https://github.com/sindresorhus/clean-stack"
"cli-boxes@2.2.1","MIT","https://github.com/sindresorhus/cli-boxes"
"cli-cursor@2.1.0","MIT","https://github.com/sindresorhus/cli-cursor"
"cli-spinners@2.6.0","MIT","https://github.com/sindresorhus/cli-spinners"
"cli-table3@0.6.0","MIT","https://github.com/cli-table/cli-table3"
"cli-width@2.2.1","ISC","https://github.com/knownasilya/cli-width"
"cliui@5.0.0","ISC","https://github.com/yargs/cliui"
"clone-response@1.0.2","MIT","https://github.com/lukechilds/clone-response"
"clone@1.0.4","MIT","https://github.com/pvorb/node-clone"
"cls-bluebird@2.1.0","BSD-2-Clause","https://github.com/TimBeyer/cls-bluebird"
"clsx@1.1.1","MIT","https://github.com/lukeed/clsx"
"co-body@5.2.0","MIT","https://github.com/cojs/co-body"
"co@4.6.0","MIT","https://github.com/tj/co"
"code-point-at@1.1.0","MIT","https://github.com/sindresorhus/code-point-at"
